inventory_id,supplier_id,product_id,quantity_available,price_per_unit_etb,status,available_date,expiry_date
2e146071-0435-4bc9-852e-f2b4791b7f70,884328a5-a950-401b-866d-6d518fd87cf2,98dde7ab-8fc5-4343-8945-2413e8bf5372,245.96,36.81,active,2025-10-06,2025-12-25
ea271d29-d892-4b09-a3b2-9b7237cefc39,884328a5-a950-401b-866d-6d518fd87cf2,a6e71225-8093-4d9f-b474-1d5266a4d5cd,85.47,51.1,active,2025-09-28,2025-11-30
4aa8171c-500f-4912-b7dd-022ab64f114e,884328a5-a950-401b-866d-6d518fd87cf2,730ca54b-202c-4ba7-ac29-59209b3798cc,126.97,146.3,active,2025-09-18,2025-12-07
3a9a9058-a336-4166-bd8d-8cc6993e67f4,884328a5-a950-401b-866d-6d518fd87cf2,dde3066f-8a18-4f06-a545-ab25ba0110dd,211.36,63.39,active,2025-09-28,2025-12-15
6a0b6bda-b975-47c0-9497-8e77e45ae2cd,884328a5-a950-401b-866d-6d518fd87cf2,601adc6f-a7c0-4402-a956-5f288bd2ca42,109.19,26.52,active,2025-10-16,2026-01-13
398f6189-6075-455f-bd98-cca994b96911,884328a5-a950-401b-866d-6d518fd87cf2,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,192.76,1867.55,active,2025-10-06,2025-10-19
19901036-cdd2-4027-af15-1861b662e346,884328a5-a950-401b-866d-6d518fd87cf2,372e7a52-b53d-4c4f-9647-224051c5f7e5,71.37,95.12,active,2025-09-22,2025-10-07
8a23ae12-ceb4-4c5f-8558-921b6dcc1f18,884328a5-a950-401b-866d-6d518fd87cf2,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,288.25,101.61,active,2025-09-25,2025-10-15
13b58cf9-38b8-4435-8dfb-967441c1227e,884328a5-a950-401b-866d-6d518fd87cf2,c31b8008-5cd0-4b77-b28f-89df4e22d22f,407.24,52.26,active,2025-09-25,2025-10-20
2f4aade1-9783-4932-bc37-17dfc3b60dbc,884328a5-a950-401b-866d-6d518fd87cf2,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,147.59,138.5,active,2025-09-30,2025-11-06
ad448bb7-2dc6-4bd8-9514-31fa53b1b588,884328a5-a950-401b-866d-6d518fd87cf2,dd4f367d-46dd-4986-bea2-17ea836e13d8,246.91,22.15,active,2025-10-16,2025-12-08
1081d4a6-e5be-40b1-b343-b2e5052939bc,884328a5-a950-401b-866d-6d518fd87cf2,ea01cc82-6543-4d3c-a180-bb184ebab01d,110.84,59.56,active,2025-09-25,2025-12-15
1bafa46f-a473-43fb-8e9e-bad42d069a0c,d1639fc5-9153-41fc-94f3-5fb3b905db89,601adc6f-a7c0-4402-a956-5f288bd2ca42,103.1,27.65,active,2025-10-11,2025-11-15
92a90c5b-d4ae-4992-ae93-8d7ce27e3d5c,d1639fc5-9153-41fc-94f3-5fb3b905db89,e6358357-1cec-42e2-86a1-1b2b949aa4de,373.79,122.54,active,2025-10-16,2025-12-17
4ce9c933-afee-44af-b9fa-96e0eba088e5,d1639fc5-9153-41fc-94f3-5fb3b905db89,924510be-6c80-43b9-8581-a630a05bb51c,274.52,28.7,active,2025-09-22,2025-12-09
1e9f6878-4272-4ee7-850a-05037f52c60f,d1639fc5-9153-41fc-94f3-5fb3b905db89,372e7a52-b53d-4c4f-9647-224051c5f7e5,482.46,102.46,active,2025-09-20,2025-12-02
9055d6a0-0889-4ec7-abcb-bd909484dbd6,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,98dde7ab-8fc5-4343-8945-2413e8bf5372,156.08,37.87,active,2025-10-01,2025-11-01
82d16f11-680b-4393-ba22-777c0e8bbd84,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,310.35,91.56,active,2025-09-23,2025-10-20
93b4f47c-253a-4d51-ab66-0865e3929094,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,129.6,139.92,active,2025-10-04,2025-12-19
0f32bef2-7417-46ae-958a-37b5bd956c0e,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,924510be-6c80-43b9-8581-a630a05bb51c,37.01,29.95,active,2025-10-10,2025-12-04
43d97da4-934e-4eff-ae42-60e5b4ddba30,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,ff98e03f-3071-4fea-97df-68c77eb81ee7,105.45,31.64,active,2025-10-11,2025-11-11
fd432d5b-b9c6-4d3b-861f-010b79dad20b,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,372e7a52-b53d-4c4f-9647-224051c5f7e5,336.59,108.83,active,2025-10-02,2025-11-19
b1fbb450-958b-49cc-845d-08f8e8f906b5,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,37991aa9-c063-4d93-be76-436de7d4d076,42.73,16.4,active,2025-09-25,2025-10-16
2290ad6d-0976-4e47-9e79-54ee66b82c36,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,6baef747-049d-4c05-a248-f2dbc2d4ee51,330.29,52.84,active,2025-09-30,2025-10-11
f5a34e2a-269f-40b4-a8ef-4cd3762a2596,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,a1ed31a8-e095-4e35-90ce-e942781b263b,440.57,212.5,active,2025-09-28,2025-11-07
659b50bb-8746-45b8-9577-d27257f69f15,d96ca327-3631-4e0e-9ebc-cb2899a3ff5b,a6e71225-8093-4d9f-b474-1d5266a4d5cd,438.71,53.08,active,2025-10-14,2025-12-14
6ac5e91c-d5f5-46ee-b134-d15b1cd2c40a,c7765b47-3e86-463c-80f0-c56f5c9a663a,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,408.72,135.25,active,2025-09-20,2025-11-01
063b28d5-ca9e-450c-9a7f-1906289d2bd2,c7765b47-3e86-463c-80f0-c56f5c9a663a,372e7a52-b53d-4c4f-9647-224051c5f7e5,497.81,105.52,active,2025-10-14,2025-10-29
12660ace-7d7d-45b5-93c5-295008f46ddc,c7765b47-3e86-463c-80f0-c56f5c9a663a,98dde7ab-8fc5-4343-8945-2413e8bf5372,56.28,39.4,active,2025-09-26,2025-12-09
f7f70f0a-e7d9-4ba5-9b9b-82ae93d6894f,c7765b47-3e86-463c-80f0-c56f5c9a663a,42b5b340-8b69-4736-aca7-ea8d62a44655,160.56,68.59,active,2025-10-16,2025-11-17
fcc5b46a-410b-40c3-bf54-25ceb3fce498,c7765b47-3e86-463c-80f0-c56f5c9a663a,6baef747-049d-4c05-a248-f2dbc2d4ee51,76.79,47.68,active,2025-10-02,2025-11-06
0289c447-7c3b-4186-b335-eb9b892298ca,c7765b47-3e86-463c-80f0-c56f5c9a663a,730ca54b-202c-4ba7-ac29-59209b3798cc,35.7,136.23,active,2025-10-13,2025-11-09
d689a5e7-cad2-4fe7-a3e2-daa6605e1421,c7765b47-3e86-463c-80f0-c56f5c9a663a,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,244.57,1624.67,active,2025-09-26,2025-11-11
ed6db68f-e743-4c46-8661-f3705b7e61e7,c7765b47-3e86-463c-80f0-c56f5c9a663a,924510be-6c80-43b9-8581-a630a05bb51c,260.6,30.7,active,2025-09-23,2025-11-30
58fc7273-9354-4636-96b2-c1450ba3f733,c7765b47-3e86-463c-80f0-c56f5c9a663a,ff98e03f-3071-4fea-97df-68c77eb81ee7,148.58,29.02,active,2025-10-12,2025-12-17
8f93a038-3bb4-4add-ad78-d91f9b942a92,c7765b47-3e86-463c-80f0-c56f5c9a663a,ea01cc82-6543-4d3c-a180-bb184ebab01d,381.58,57.71,active,2025-09-28,2025-11-12
bb135873-9e59-4c86-9341-3d063bea6360,c7765b47-3e86-463c-80f0-c56f5c9a663a,601adc6f-a7c0-4402-a956-5f288bd2ca42,402.73,29.4,active,2025-09-22,2025-12-01
5d70115c-5fdf-475f-81ab-f3692114e5e8,c7765b47-3e86-463c-80f0-c56f5c9a663a,c24777f2-8b1b-4381-af09-dc5247b5cb4e,426.44,152.82,active,2025-09-29,2025-10-30
f11a12ed-8901-4e6c-b127-070c48a0be3b,c7765b47-3e86-463c-80f0-c56f5c9a663a,c31b8008-5cd0-4b77-b28f-89df4e22d22f,494.49,53.27,active,2025-10-04,2025-12-12
968769fc-0fc6-44dc-b843-2c7a028260bc,c7765b47-3e86-463c-80f0-c56f5c9a663a,a1ed31a8-e095-4e35-90ce-e942781b263b,431.4,211.88,active,2025-09-28,2025-12-17
75e0ec15-9f09-4fac-af15-99da04a265e8,c7765b47-3e86-463c-80f0-c56f5c9a663a,37991aa9-c063-4d93-be76-436de7d4d076,24.94,15.9,active,2025-09-29,2025-11-03
0b70e73b-9777-4aa1-858b-a71c604ad6da,c7765b47-3e86-463c-80f0-c56f5c9a663a,a6e71225-8093-4d9f-b474-1d5266a4d5cd,480.85,51.59,active,2025-09-26,2025-11-18
9d641ea7-8323-401f-88d1-907853867dda,c7765b47-3e86-463c-80f0-c56f5c9a663a,dd4f367d-46dd-4986-bea2-17ea836e13d8,157.63,21.51,active,2025-10-07,2025-12-16
59da8323-f381-43a4-84ae-eb9ca1209221,b66f8a08-a797-42ec-9af9-7416af28856f,a6e71225-8093-4d9f-b474-1d5266a4d5cd,171.33,50.52,active,2025-10-07,2025-11-22
8db3fbdb-04db-4dd6-9f10-01a490903b29,b66f8a08-a797-42ec-9af9-7416af28856f,6baef747-049d-4c05-a248-f2dbc2d4ee51,338.27,50.8,active,2025-10-17,2025-11-22
8f7fdd45-6e6b-409a-b154-bccffd24a156,b66f8a08-a797-42ec-9af9-7416af28856f,dde3066f-8a18-4f06-a545-ab25ba0110dd,303.59,62.65,active,2025-09-21,2025-11-30
f49f612f-9458-4ab0-a301-eb2560a3bcc7,b66f8a08-a797-42ec-9af9-7416af28856f,372e7a52-b53d-4c4f-9647-224051c5f7e5,314.3,105.92,active,2025-09-25,2025-10-20
15eda86b-3d0a-4a1a-92ae-f2ab52318c04,b66f8a08-a797-42ec-9af9-7416af28856f,e6358357-1cec-42e2-86a1-1b2b949aa4de,141.71,131.49,active,2025-09-29,2025-11-11
5187382b-1a2d-4250-9f44-b4b0ffd3b37a,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,37991aa9-c063-4d93-be76-436de7d4d076,52.04,17.88,active,2025-09-28,2025-11-13
7ff494ad-1ef9-49e4-8881-3252d988a1ee,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,a6e71225-8093-4d9f-b474-1d5266a4d5cd,262.99,55.28,active,2025-10-01,2025-10-21
e418eaec-8d78-4712-97e8-40cc15921d86,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,dde3066f-8a18-4f06-a545-ab25ba0110dd,191.42,66.45,active,2025-09-19,2025-10-15
61ef4007-d9f3-4dbb-877f-9e71b49f2ad9,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,372e7a52-b53d-4c4f-9647-224051c5f7e5,46.91,108.71,active,2025-10-06,2025-10-17
9f0a5ae9-4666-4677-ab4f-57bb9a49b488,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,98dde7ab-8fc5-4343-8945-2413e8bf5372,378.49,40.58,active,2025-09-24,2025-11-14
d07a1ecb-1eb5-4b0f-8d6d-936ff6351caa,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,a1ed31a8-e095-4e35-90ce-e942781b263b,219.3,214.27,active,2025-10-05,2025-10-22
9b4c7845-acc5-4af9-b134-53282cf52e88,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,ff98e03f-3071-4fea-97df-68c77eb81ee7,399.29,30.72,active,2025-10-04,2025-11-20
96f219d2-7660-44c9-8ad3-fc05fbd993bb,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,730ca54b-202c-4ba7-ac29-59209b3798cc,407.91,144.44,active,2025-09-26,2025-10-11
3ddca842-2f1f-4e93-baf6-5df355ebb49f,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,601adc6f-a7c0-4402-a956-5f288bd2ca42,189.97,25.94,active,2025-09-19,2025-09-28
06da750b-acbb-4771-83e3-313654c9d71a,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,280.19,131.3,active,2025-09-20,2025-10-11
247b2e47-75d2-42c7-a3f8-5821705b5207,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,dd4f367d-46dd-4986-bea2-17ea836e13d8,418.47,20.79,active,2025-10-13,2025-12-26
305eb040-0f24-47b9-8b3a-61c3ff02ce47,5ad1121c-e0ba-4b2b-89de-d80117e0c10c,c31b8008-5cd0-4b77-b28f-89df4e22d22f,418.58,55.87,active,2025-10-05,2025-10-26
2b6f362c-4e4b-4791-8f5b-3b08e5d883fb,4e9d1177-8dc9-4692-95e6-141c9be3c85a,37991aa9-c063-4d93-be76-436de7d4d076,283.44,17.72,active,2025-10-03,2025-12-15
861c6057-2d61-4f26-9e25-391ac3675360,4e9d1177-8dc9-4692-95e6-141c9be3c85a,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,156.95,1884.26,active,2025-10-11,2025-11-29
6eb8357b-0e7b-40bf-907f-73d74d8d5b41,4e9d1177-8dc9-4692-95e6-141c9be3c85a,ea01cc82-6543-4d3c-a180-bb184ebab01d,403.86,59.95,active,2025-09-18,2025-10-02
f02f1465-d3ed-40f9-b99e-8385a9038622,4e9d1177-8dc9-4692-95e6-141c9be3c85a,6baef747-049d-4c05-a248-f2dbc2d4ee51,414.53,46.36,active,2025-10-09,2025-12-21
22944796-ec17-4835-894c-efaf527b76f8,d57cd20a-f507-4eb3-be02-43f08430a436,dde3066f-8a18-4f06-a545-ab25ba0110dd,215.49,61.97,active,2025-10-14,2025-10-28
4a0f5785-2fd5-4345-8a56-c25f271eb9f2,d57cd20a-f507-4eb3-be02-43f08430a436,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,479.04,1725.4,active,2025-10-07,2025-11-10
fba69ede-4640-4d5e-a995-7cb20a3a71ae,d57cd20a-f507-4eb3-be02-43f08430a436,a1ed31a8-e095-4e35-90ce-e942781b263b,190.93,189.39,active,2025-09-20,2025-11-16
8ad32fca-1344-42cc-b484-b7c9df8cc806,c413134a-06a7-43fb-b42a-08220f831a88,98dde7ab-8fc5-4343-8945-2413e8bf5372,146.98,37.44,active,2025-09-25,2025-12-08
902d81c5-98cf-45c7-bc6a-1eb14935e737,c413134a-06a7-43fb-b42a-08220f831a88,c24777f2-8b1b-4381-af09-dc5247b5cb4e,388.7,144.54,active,2025-10-09,2025-12-28
374edf30-0abe-408a-b420-31557822742a,c413134a-06a7-43fb-b42a-08220f831a88,dde3066f-8a18-4f06-a545-ab25ba0110dd,228.74,61.35,active,2025-09-21,2025-11-13
e2811b18-8541-4b09-b148-b687707d9965,c413134a-06a7-43fb-b42a-08220f831a88,a6e71225-8093-4d9f-b474-1d5266a4d5cd,437.46,55.28,active,2025-09-28,2025-12-25
d938af62-9cea-48af-9e5d-876ce221b685,c413134a-06a7-43fb-b42a-08220f831a88,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,33.35,101.59,active,2025-10-03,2025-12-12
28bb174e-89aa-4aa6-b8b2-09f0eb1f7408,c413134a-06a7-43fb-b42a-08220f831a88,37991aa9-c063-4d93-be76-436de7d4d076,78.83,17.08,active,2025-09-18,2025-10-15
aa59de6c-3026-41dc-b882-05f4777dabbd,25fe8e01-81cc-4b86-8092-d420c939a804,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,466.74,1667.41,active,2025-10-10,2025-10-31
5c66e616-95c4-4d72-8985-cd7e8d52891c,25fe8e01-81cc-4b86-8092-d420c939a804,dd4f367d-46dd-4986-bea2-17ea836e13d8,184.0,20.46,active,2025-09-18,2025-10-09
d00ad72a-cf4c-4ac2-ab73-78c4bcc79ecf,25fe8e01-81cc-4b86-8092-d420c939a804,a6e71225-8093-4d9f-b474-1d5266a4d5cd,168.61,48.76,active,2025-09-29,2025-10-25
b0cc013d-917b-424a-a3c9-5100395b63b7,25fe8e01-81cc-4b86-8092-d420c939a804,730ca54b-202c-4ba7-ac29-59209b3798cc,451.32,137.51,active,2025-10-15,2025-12-31
d0f2280f-8237-4bb1-badc-431aa5f71f0c,25fe8e01-81cc-4b86-8092-d420c939a804,372e7a52-b53d-4c4f-9647-224051c5f7e5,161.13,98.57,active,2025-10-15,2025-12-04
18ec410e-df8f-42e9-b375-fc8b77e72d05,6eba8612-5a40-4715-a5d5-7c99dc2ac891,730ca54b-202c-4ba7-ac29-59209b3798cc,280.69,147.0,active,2025-09-25,2025-11-18
fa2faaa7-b1e8-4af6-a3d4-82ffc21444ca,6eba8612-5a40-4715-a5d5-7c99dc2ac891,dde3066f-8a18-4f06-a545-ab25ba0110dd,40.25,66.0,active,2025-09-18,2025-12-07
f721bc99-a366-4845-8c13-8aa2bcf60c29,6eba8612-5a40-4715-a5d5-7c99dc2ac891,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,314.04,121.98,active,2025-09-18,2025-09-25
c75a55ce-1a6a-4aff-92dd-4035bc657307,6eba8612-5a40-4715-a5d5-7c99dc2ac891,6baef747-049d-4c05-a248-f2dbc2d4ee51,230.68,48.43,active,2025-09-25,2025-10-30
19103e49-e85d-4e30-9bf6-1345ad9d7faa,61211dc9-b6bf-445b-b39b-3bec82688cd0,dd4f367d-46dd-4986-bea2-17ea836e13d8,207.63,22.71,active,2025-09-28,2025-11-22
7117929d-c0a4-4cfd-a88b-d176ed770b77,61211dc9-b6bf-445b-b39b-3bec82688cd0,924510be-6c80-43b9-8581-a630a05bb51c,259.33,31.71,active,2025-10-14,2025-11-06
833f6ddc-3734-495b-83cb-ee08c43bced1,61211dc9-b6bf-445b-b39b-3bec82688cd0,c24777f2-8b1b-4381-af09-dc5247b5cb4e,72.63,162.26,active,2025-10-12,2025-10-21
8684ee1f-3ee1-4666-8c0c-85a0fc575385,61211dc9-b6bf-445b-b39b-3bec82688cd0,e6358357-1cec-42e2-86a1-1b2b949aa4de,448.34,128.08,active,2025-10-03,2025-11-10
778710ec-a7e9-478e-92c9-dda8ff38dfee,61211dc9-b6bf-445b-b39b-3bec82688cd0,372e7a52-b53d-4c4f-9647-224051c5f7e5,105.44,108.32,active,2025-10-05,2025-12-27
ef25f610-863d-4548-ad13-8aacb84dc441,61211dc9-b6bf-445b-b39b-3bec82688cd0,601adc6f-a7c0-4402-a956-5f288bd2ca42,81.27,28.04,active,2025-09-18,2025-11-29
f5363548-04a6-44c4-a4bf-f800331cc938,61211dc9-b6bf-445b-b39b-3bec82688cd0,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,396.53,91.43,active,2025-09-28,2025-11-05
d4b7c45b-9ff2-4e38-8363-fecec2992e8a,61211dc9-b6bf-445b-b39b-3bec82688cd0,730ca54b-202c-4ba7-ac29-59209b3798cc,223.44,145.76,active,2025-10-07,2025-11-26
ea2b24fb-544b-44ec-b3c5-5434ff046761,61211dc9-b6bf-445b-b39b-3bec82688cd0,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,78.38,141.97,active,2025-10-07,2025-11-17
3127c680-c3aa-4b50-a0fc-ab3439c08d06,c0c45548-cf46-490a-bd93-7887b4f5065e,730ca54b-202c-4ba7-ac29-59209b3798cc,161.44,133.17,active,2025-10-05,2025-11-26
dc05f0f2-81ac-4153-9e41-4e34d54801dd,c0c45548-cf46-490a-bd93-7887b4f5065e,601adc6f-a7c0-4402-a956-5f288bd2ca42,336.42,27.09,active,2025-10-14,2025-10-27
236ee494-0980-4b55-ba42-601d0ccd39fe,c0c45548-cf46-490a-bd93-7887b4f5065e,6baef747-049d-4c05-a248-f2dbc2d4ee51,355.93,46.8,active,2025-09-20,2025-11-03
d26d2e8a-e5f6-424f-9d48-746512a678e5,c0c45548-cf46-490a-bd93-7887b4f5065e,a1ed31a8-e095-4e35-90ce-e942781b263b,44.57,191.35,active,2025-10-11,2025-11-23
6fddccb0-b396-49d0-ba12-1bd4644a35eb,c0c45548-cf46-490a-bd93-7887b4f5065e,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,339.0,139.05,active,2025-09-27,2025-11-08
2080583c-9b65-40c3-957b-120eb6bf1d4c,c0c45548-cf46-490a-bd93-7887b4f5065e,c24777f2-8b1b-4381-af09-dc5247b5cb4e,241.7,165.25,active,2025-09-29,2025-11-30
dd417000-5db1-41d8-ba07-eb7a7a5a0db7,c0c45548-cf46-490a-bd93-7887b4f5065e,ea01cc82-6543-4d3c-a180-bb184ebab01d,333.27,65.01,active,2025-09-25,2025-11-09
a9ae52d5-0f03-4302-9c0a-c20a6350497f,c0c45548-cf46-490a-bd93-7887b4f5065e,372e7a52-b53d-4c4f-9647-224051c5f7e5,97.83,94.72,active,2025-10-13,2025-12-30
c112c7e6-5b90-4166-ac27-859045365517,c0c45548-cf46-490a-bd93-7887b4f5065e,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,234.69,92.3,active,2025-10-14,2025-11-13
7b1f5651-c89d-44e2-b42e-ebfd977e1726,c0c45548-cf46-490a-bd93-7887b4f5065e,c31b8008-5cd0-4b77-b28f-89df4e22d22f,305.1,48.08,active,2025-10-06,2025-12-18
f889dd65-473b-4dc4-a1cb-610388a7e5ff,c0c45548-cf46-490a-bd93-7887b4f5065e,37991aa9-c063-4d93-be76-436de7d4d076,425.26,16.91,active,2025-10-11,2025-12-02
ba19354d-8402-4136-aba9-d1ece4472ebf,c0c45548-cf46-490a-bd93-7887b4f5065e,dde3066f-8a18-4f06-a545-ab25ba0110dd,223.09,66.83,active,2025-10-05,2025-12-05
c2a9ab96-0392-4dbe-a81d-f16a9a2c1825,c0c45548-cf46-490a-bd93-7887b4f5065e,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,257.06,1769.93,active,2025-10-01,2025-11-29
e01bc856-ded0-4541-8090-c0eae88a8cae,c0c45548-cf46-490a-bd93-7887b4f5065e,dd4f367d-46dd-4986-bea2-17ea836e13d8,135.55,22.2,active,2025-10-12,2025-12-17
37c92893-ab98-4b0d-9755-7d938e4222f3,c0c45548-cf46-490a-bd93-7887b4f5065e,42b5b340-8b69-4736-aca7-ea8d62a44655,232.45,69.02,active,2025-09-28,2025-11-07
5c97016c-6d88-4963-a84e-dc83863925df,c0c45548-cf46-490a-bd93-7887b4f5065e,e6358357-1cec-42e2-86a1-1b2b949aa4de,348.28,131.21,active,2025-10-12,2025-11-26
ed9a69a4-e5ee-4771-8b32-5fa844724503,c0c45548-cf46-490a-bd93-7887b4f5065e,ff98e03f-3071-4fea-97df-68c77eb81ee7,134.49,29.26,active,2025-09-28,2025-10-07
9dc09632-e6fd-4a3b-bcc5-29d59aad977e,c0c45548-cf46-490a-bd93-7887b4f5065e,a6e71225-8093-4d9f-b474-1d5266a4d5cd,273.88,50.86,active,2025-09-23,2025-11-09
667b3793-1cec-4218-9818-bfdacb22f288,c0c45548-cf46-490a-bd93-7887b4f5065e,98dde7ab-8fc5-4343-8945-2413e8bf5372,110.24,39.82,active,2025-09-23,2025-12-08
0e9ce3a3-04c0-433e-becb-d05cb7539b68,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,7f25d816-2c32-4b3e-83e0-8eef46fc7afa,316.6,102.9,active,2025-10-08,2025-11-29
23cf1333-6aad-4af8-ab6b-d040a71dda4c,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,a1ed31a8-e095-4e35-90ce-e942781b263b,149.61,193.55,active,2025-10-17,2025-12-25
22ff0cbf-aad5-423e-9e3a-589257f89ec9,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,a6db1ee0-fa06-4a13-8248-43c69d2d8c37,494.34,1662.34,active,2025-10-04,2025-10-28
1e93ecff-e8f7-4f15-8e73-69c62c4402ba,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,42b5b340-8b69-4736-aca7-ea8d62a44655,168.66,73.26,active,2025-10-05,2025-12-28
ba961f5d-d8d7-4fbd-ba13-7161f3e43b76,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,c31b8008-5cd0-4b77-b28f-89df4e22d22f,382.95,51.39,active,2025-10-14,2025-11-01
5d5f2cd4-d55c-42e3-b851-69331e11bd2c,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,a6e71225-8093-4d9f-b474-1d5266a4d5cd,140.77,52.67,active,2025-10-01,2025-10-28
45f62562-c04f-4b66-9baf-1049dc360545,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,6baef747-049d-4c05-a248-f2dbc2d4ee51,41.19,45.74,active,2025-09-27,2025-11-28
4f573eb7-cb54-4de7-b076-96046f8da091,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,aecea92b-4bef-49ec-9afd-08fb6bd4bbf2,498.05,128.78,active,2025-10-10,2025-11-28
a5ddf28b-70e1-47b4-9959-3c341fa374e1,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,372e7a52-b53d-4c4f-9647-224051c5f7e5,274.77,101.99,active,2025-10-03,2025-11-08
82fa5e2b-74c0-4203-b586-5f0c4eae4bf3,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,dde3066f-8a18-4f06-a545-ab25ba0110dd,200.63,61.7,active,2025-10-11,2025-12-25
56f62b7d-e256-4084-a9ec-27ec95893801,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,ff98e03f-3071-4fea-97df-68c77eb81ee7,418.13,32.3,active,2025-10-13,2025-12-04
f7cd409d-9525-4f07-9e98-4eb7bbcef266,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,e6358357-1cec-42e2-86a1-1b2b949aa4de,50.87,114.33,active,2025-09-20,2025-11-11
25b12470-3845-4783-ac00-d4992c728d9e,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,601adc6f-a7c0-4402-a956-5f288bd2ca42,410.01,25.34,active,2025-10-10,2025-11-30
f6788bd4-50f4-4f28-9ef3-2babf895736c,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,730ca54b-202c-4ba7-ac29-59209b3798cc,345.7,136.24,active,2025-09-20,2025-11-26
ad657d70-13e6-474a-9993-d68fbf88da7b,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,ea01cc82-6543-4d3c-a180-bb184ebab01d,229.92,56.41,active,2025-09-27,2025-10-19
adcb63f7-f3ac-4b9e-bfd0-92d39bc606d6,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,37991aa9-c063-4d93-be76-436de7d4d076,263.21,16.91,active,2025-10-02,2025-10-10
b1e50072-62e4-4dd7-b8fa-6e9299fe9651,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,98dde7ab-8fc5-4343-8945-2413e8bf5372,343.42,38.55,active,2025-09-30,2025-11-04
a9927c8e-464d-41e0-a6f9-2f95bc40821d,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,924510be-6c80-43b9-8581-a630a05bb51c,385.19,31.04,active,2025-09-25,2025-11-18
e34bbf16-3b21-43a6-8e99-a362a107f4b4,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,c24777f2-8b1b-4381-af09-dc5247b5cb4e,115.64,157.68,active,2025-09-23,2025-10-15
513aa903-29af-45c2-9c68-86d5ba84e39e,61fdfc0e-2b14-4368-a5ac-5ab5e0800a24,dd4f367d-46dd-4986-bea2-17ea836e13d8,392.72,22.92,active,2025-09-24,2025-11-24
ca44978f-7aa3-42b7-9c86-6e437f6026e5,2b9d127a-db5f-4d5b-a84a-285305313572,ea01cc82-6543-4d3c-a180-bb184ebab01d,232.2,64.98,active,2025-10-09,2025-11-14
e0fa0b57-3757-4e9b-90a1-708ad412e3b3,2b9d127a-db5f-4d5b-a84a-285305313572,a1ed31a8-e095-4e35-90ce-e942781b263b,94.6,194.78,active,2025-10-04,2025-11-11
